ColxCvi_2cell	CvixCol_2cell	unwashed_ColxCvi_8cell	unwashed_CvixCol_8cell	ColxCvi_8cell	CvixCol_8cell	ColxCvi_eg	CvixCol_eg
AT1G64660	0	0	14.8	9	0	0.14	1.31	0.12
AT1G64670	32.65	39.64	51.04	36.94	45.15	32.05	76.83	53.7
AT1G64680	0.18	0	0.73	2.79	0	1.47	3.21	3.23
AT1G64690	0	0	2.84	1.85	0	0	0	0
AT1G64700	0	0	2.56	0.48	0	0	0	0
AT1G64710	0.65	2.46	0.53	0.71	0	0.34	0	0.64
AT1G64720	39.32	22	7.09	13.89	8.07	9.26	3.5	9.09
AT1G64730	0	0	0	0	0	0	0	0
AT1G64740	12.3	20.88	10.33	10.68	8.28	3.88	1.39	7.47
AT1G64750	325.68	338.1	416.37	347.86	265.41	337.34	406.84	388.13
AT1G64760	58.24	70.62	56.5	50.99	53.44	53.01	56.38	78.57
AT1G64770	0	1.29	0.6	7.06	0	0.15	0.35	0.12
AT1G64780	0	0	0.33	0	0	0.11	0	0
AT1G64790	14.26	10.32	7.16	10.23	10.98	11.24	7.03	10.58
AT1G64795	0	0	0	0	0	0	0	0
AT1G64800	0	0	0	0	0	0	0	0
AT1G64810	4.92	3.56	3.17	3.97	0.35	1.52	2.37	2.59
AT1G64820	0	0	0.37	0	0	0.62	0	0
AT1G64830	0	0	3.89	4.4	0.15	1.78	2.17	2.85
AT1G64840	26.01	24.89	16.63	21.31	24.46	24.8	15.69	29.45
AT1G64850	12.81	19.62	27.56	27.82	13.05	30.53	22.58	23.94
AT1G64860	0.41	1.66	0.73	1.46	0	1.04	1.25	2.6
AT1G64870	0	0	1	1.47	0.23	0	0	0.46
AT1G64880	99.84	92.33	55.78	93.22	74.71	68.9	62.9	99.96
AT1G64890	2.27	1.66	3.95	2.6	0.9	2.23	3.98	1.97
AT1G64900	0	0	1.53	1.43	0	0.38	0.18	0.22
AT1G64910	0	0	0	0	0	0	0	0
AT1G64920	0	0	0	0.09	0	0	0	0
AT1G64930	0	0	0	0	0	0	0.08	0
AT1G64940	0	0	0.77	1.45	0.36	0	0	0.15
AT1G64950	1.09	3.83	6.32	2.9	3.18	5.62	1.93	3.05
AT1G64960	4.78	2.15	1.97	2.43	2.47	4	2.57	3.07
AT1G64970	6.02	4.13	3.33	9.04	1.67	3.93	2.71	1.52
AT1G64980	25.95	28.94	19.97	21.82	27.91	28.53	12.46	17.38
AT1G64990	18.3	17.65	9.38	12.13	10.42	13.79	11.03	15.13
AT1G65000	16.74	22.66	10.08	16.3	5.43	15.56	13.93	13.96
AT1G65010	7.89	10.4	10.55	16.19	10.77	15.34	6.62	13.1
AT1G65020	27.8	25.47	34.48	51.99	47.48	49.05	53.47	55.6
AT1G65030	114.42	80.16	39.03	53.97	65.39	63.8	60.05	79.55
AT1G65032	32.22	37.23	26.53	32.84	60.85	33.79	37.56	36.21
AT1G65040	19.81	33.01	5.75	12.28	8	31.13	9.19	14.8
AT1G65050	41	1.62	25.49	11.33	17.46	3.13	33.87	1.18
AT1G65060	1.09	0.82	14.64	14.33	0.1	1.79	1.94	3.19
AT1G65070	4.27	3.82	0.89	3.08	1.56	4.79	2.72	3.6
AT1G65080	10.8	2.22	2.84	4.14	7.38	4.96	6.72	7.47
AT1G65090	0.71	0	0.14	0.35	0.83	0.36	0.29	1.31
AT1G65110	0	0	0	0	0.06	0.08	0	0
AT1G65113	0.46	0	0.37	0	0	0	0	0
AT1G65120	1.13	0.47	0.09	0.14	0	0.83	0.21	0.88
AT1G65130	0.13	0.41	0.32	0.48	0.37	0.68	0.36	0.78
AT1G65140	0	0	0	0	0	1.3	0	0
AT1G65150	49.07	63.25	76.59	71.24	68.31	59.44	36.84	75.68
AT1G65160	0	0	0	0	0	0	0	0
AT1G65165	0	0	0	0	0	0	0	0
AT1G65170	0	0	0	0	0	0	0	0
AT1G65180	0	0	0.24	0.19	0	0	0.83	0.81
AT1G65190	0	0	0	0.1	0.11	0.15	0	0
AT1G65200	0.27	0	0.05	0.13	0.06	0.07	0.1	0.37
AT1G65210	0	0	0	0	0	0	0	0
AT1G65220	27.34	27.82	17.26	18.1	27.1	32.86	26.74	28.01
AT1G65230	0.44	0.52	0.99	4.61	4.84	2.67	2	6.01
AT1G65240	0.66	1.49	2.12	2.08	4.1	1.78	1.83	1.81
AT1G65250	0.82	1.38	1.2	1.69	0.13	2.39	0.53	1.13
AT1G65260	15.77	12.24	14.83	25.68	18.2	20.62	31.44	31.43
AT1G65270	37.32	34.32	33.74	36.42	34.88	30.57	38.55	30.22
AT1G65280	5.69	10.92	5.28	8.57	4.37	11.31	5.97	8.3
AT1G65290	388.99	409.05	501.04	441.63	502.6	398.63	648.28	508.8
AT1G65295	4.33	0.63	29.16	20.42	1.42	7.96	13.94	16.49
AT1G65300	0	0	8.18	3.33	0	0	0	0
AT1G65310	0	0	0	0.2	0	0	0.14	0
AT1G65320	1.39	3.95	3.18	3.98	1.32	5.18	1.71	3.72
AT1G65330	23.67	1.06	25.6	10.26	0.2	0	0	0
AT1G65340	0	0	0	0	0	0	0	0
AT1G65342	2.18	0	0	0	0	0	0	0
AT1G65346	196.34	32.13	0.5	1.13	84.5	263.07	0	62.84
AT1G65347	59.89	2.69	0.7	2.47	38.82	84.16	0.45	21.64
AT1G65349	0	0	0	0	0	0	0	0
AT1G65350	0.24	1.2	0.58	0.79	0	1	0.37	2.12
AT1G65352	0	0	0	0	0	0	0	0
AT1G65360	0	0	0	0.2	0	0	0	0
AT1G65365	0	0	0	0	0	0	0	0
AT1G65370	67.45	21.33	24.19	28.9	22.39	7.87	16.99	9.46
AT1G65380	7.54	6.05	5.25	12.31	6.07	8.63	8.96	10.68
AT1G65385	0	0	0	0	0	0	0	0
AT1G65390	0	0	0.58	0	0	0	0	0
AT1G65410	6.05	8.84	3.87	7.82	1.57	5.64	7.7	7.32
AT1G65420	12.62	16.35	12.23	23.76	13.88	10.59	13.25	19.35
AT1G65425	0	0	0	0	0	0	0	0
AT1G65430	3.41	8.33	2.02	4.95	3.69	7.6	6.29	6.89
AT1G65440	38.98	50.81	20.85	31.99	29.65	38.96	9.71	28.89
AT1G65450	0	0.2	13.56	5.79	0	0	0	0
AT1G65470	10.48	12.15	2.44	6.54	1.21	4.61	2.38	5.01
AT1G65480	0	0	1.61	6.5	0	0	0	0
AT1G65481	0.69	0	0	0	0	0	0.18	0
AT1G65483	0	0	0	0	0	0	0	0
AT1G65484	0	0	0	0	0	0	0	0
AT1G65485	0	0	0	0	0	0	0	0
AT1G65486	0	3.84	0.57	0	0	0	0	0.26
AT1G65490	0	0	0.41	1.01	0	0	0	0
AT1G65500	0.3	0	0	0	0	0	0	0
AT1G65510	0	0	0	0	0	0.4	1.1	0
AT1G65520	9.97	16.46	11.97	12.98	4.39	3.45	3.95	2.44
AT1G65540	1.14	4.78	1.25	2.41	0.58	3.55	1.2	2.53
AT1G65541	0	0	0	0	0	0	0	0
AT1G65550	3.58	2.08	0.44	0	0.39	0	0.32	0.5
AT1G65560	5.51	7.94	8.89	8.61	14.88	4.91	7.93	9.39
AT1G65570	0	0	0	0	0	0	0	0
AT1G65580	4.37	7.05	4.09	6.26	1.65	5.81	1.99	5.83
AT1G65585	0	0	0	0	0	0	0	0
AT1G65590	0	0	1.97	0.39	0	0.3	0.68	0.18
AT1G65610	3.04	1.61	1.03	1.23	1.11	0.31	0.38	1.17
AT1G65620	0.22	1.93	0.88	1.3	0.41	0.45	1.69	0.6
AT1G65630	0	0	0	0	0	0	0.1	0
AT1G65640	0.43	0	0	0	0	0	0	0
AT1G65642	0	0	0	0	0	0	0	0
AT1G65650	46.97	44.47	63.39	76.69	58.68	68.83	79.22	90.79
AT1G65660	25.52	14.35	11.22	13.09	12.36	21.56	10.14	15.23
AT1G65670	0	0	0	0	0	0	0	0
AT1G65680	0	0	0	0	0	0	0	0
AT1G65681	0	0	0	0.23	0	0	0	0
AT1G65690	0	0	0	0.36	0	0	0	0
AT1G65700	156.67	104.05	91.05	109.61	130.56	114.22	154.83	163.31
AT1G65710	13.35	14.37	21.43	29.46	23.27	17.91	35.25	39.08
AT1G65720	111.88	180.09	108.48	132.62	124.15	91.42	81.53	99.32
AT1G65730	30.44	48.12	19.42	21.69	22.62	15.01	6.84	17.91
AT1G65735	1.37	0	0	0	0	0	0	0
AT1G65740	0	0	0	0.4	0	0.21	0	0
AT1G65750	0	0	0	0	0	0	0	0
AT1G65760	12.67	0.52	1.17	0.41	3.53	0	0	0
AT1G65770	0	0	0.34	0.55	0	0	0	0.19
AT1G65780	0	0	0	0	0	0.07	0	0
AT1G65790	0	0	0	0	0	0	0.08	0
AT1G65800	4.73	3.81	0.95	2.67	1.71	2.3	0.78	2.46
AT1G65810	9.58	9.12	3.48	8.47	4.54	8.36	3.51	5.37
AT1G65820	93.85	76.73	89.44	103.3	77.37	83.94	95.85	77.42
AT1G65830	0	0	0	0	0	0	0	0
AT1G65840	15.65	18.48	8.41	11.8	12.65	13.6	7.78	11.64
AT1G65845	0	0	0	0.19	0	0	17.82	13.24
AT1G65850	0	0	0	0	0	0	0	0
AT1G65860	0	0	0	0	0	0.27	0	0
AT1G65870	0	0	0	0	0	0	0	0
AT1G65875	0	0	0	0	0	0	0	0
AT1G65880	0	0	0	0	0	0	0	0
AT1G65890	0	0.43	0	0	0	0	0	0
AT1G65900	0	1.59	0.45	1.48	0	0	0.11	0
AT1G65910	0	0	0	0	0	0	0	0
AT1G65920	0	0	0.27	0.26	0	0	0	0
AT1G65930	118.23	163.61	121.31	160.38	106.8	127.1	84.15	126.88
AT1G65940	0	0	0	0	0	0	0	0
AT1G65950	2.55	0.92	0.78	0.48	0.34	2.74	1.98	3
AT1G65960	1.73	1.06	14	35.83	0	0	0.03	0
AT1G65970	72.17	24.42	35.55	23.18	7.4	6.84	10.58	8.88
AT1G65980	263.7	326.64	385.05	220.07	266.04	348.37	372.62	403.8
AT1G65985	0	0	0.22	0.16	0	0	0.41	0.61
AT1G65990	0	0.17	0	0	0	0	0	0
AT1G66000	0	0	0.17	0	0	0	0	0
AT1G66010	0	0	0	0	0	0	0	0
AT1G66020	0	0	0	0	0	0	0	0
AT1G66030	26.26	36.86	3.07	2.51	2.52	5.93	0	2.09
AT1G66040	30.21	27.03	1.54	4.96	5.38	7.48	0.78	2.75
AT1G66045	0	0	0	0	0	0	0	0
AT1G66050	62.44	36	8.4	20.19	13.15	11.99	7.36	16.51
AT1G66060	0.27	0	0.11	0	0	0	0	0
AT1G66070	56.74	58.43	39.85	50.36	42.92	53.71	28.14	49.31
AT1G66080	190.01	182.43	124.64	89.59	148.85	251.88	90.39	181.31
AT1G66090	18.09	17.39	7.02	13.95	5.82	29.08	9.45	18.54
AT1G66100	0	0	0	0	0	0	0	0
AT1G66110	0	0	0	0	0	0	0	0
AT1G66120	0	0	0	0	0	0	0	0
AT1G66130	0.29	0	2	1.06	2.62	1.06	0.68	0.27
AT1G66140	0	0	0	0	0	0	0.38	0.3
AT1G66145	0	0	0	0	0	0	1.25	0
AT1G66150	0.79	8.21	3.24	6.76	0.87	3.28	3.11	3.26
AT1G66160	12.34	7.6	3.98	1.84	3.57	9.79	0	2.76
AT1G66170	0.44	0	0	0	0.08	0.46	0.21	0
AT1G66173	0	0	0.24	0.3	0	0	0	0
AT1G66180	0	3.76	3.29	1.92	0.12	0.67	4.43	5
AT1G66190	0	0	0	0.12	0	0	0	0
AT1G66200	6.69	2.88	42.14	39.73	15.68	8.62	13.44	20
AT1G66210	3.15	0.1	2.6	4.31	0.08	0.77	0.06	0.08
AT1G66220	0	0	0	0	0	0	0	0
AT1G66230	0	0	0	0	0	0	0	0
AT1G66235	0	0	0	0	0	0	0	0
AT1G66240	60.93	95.85	89.87	44.33	54.09	17.52	72.04	39.64
AT1G66245	0	0	0	0	0	0	0	0
AT1G66250	4.4	8.03	14.97	23.45	9.55	11.98	40.62	38.77
AT1G66260	111.45	103.83	109.68	95.75	86.43	128.98	81.88	140.45
AT1G66270	0	0	0	0	0	0	0	0
AT1G66280	0	0	0	0	0	0	0	0
AT1G66290	0	0	0	0.22	0	0	0	0
AT1G66300	0.6	0	0.25	0.31	0	0	0	0
AT1G66310	0	0	0	0	0	0	0	0
AT1G66320	0	0	0	0	0	0	0	0
AT1G66330	13.48	8.02	4.71	7.96	3.15	12.7	6.35	14.26
AT1G66340	5.51	4.83	1.87	4.47	8.28	4.55	1.49	2.69
AT1G66345	1.11	0.52	0.66	1	0.68	2.16	0.74	1.78
AT1G66350	0.86	0	8.01	13.87	0	0.56	1.66	0.49
AT1G66360	0	0	5.48	3.61	0	0	0	1.44
AT1G66370	0.72	0	0	0.64	0	0	0	0
AT1G66380	0	0	0	0.15	0	0	0	0
AT1G66390	0	0	0	0.6	0	0	0	0
AT1G66400	29.8	24.63	16.71	9.67	26.61	51.01	9.74	20.69
AT1G66410	183.65	158.07	188.45	215.71	103.43	131.87	116.62	145.33
AT1G66420	2.15	2.37	3.47	15.06	7.36	6.98	10.83	7.88
AT1G66430	19.69	15.56	14.12	25.22	7.58	16.07	34.71	29.85
AT1G66440	0	0	0	0	0	0	0	0
AT1G66450	0	0	0	0	0	0	0.08	0
AT1G66460	0	0	0.55	1.26	0	0.13	0	0
AT1G66465	0	0	0	0	0	0	0.13	0
AT1G66470	0	0	0	0	0	0	0	0
AT1G66480	0	0.24	1.08	0.25	0.18	0.4	1.33	1.47
AT1G66490	0	0	0	0	0	0	0	0
AT1G66500	78.57	56.87	44.17	11.59	41.02	117.86	8.34	36.53
AT1G66510	56.35	63.7	12.27	21.19	41.33	57.4	15.34	38.52
AT1G66520	10.29	15.85	8.76	14.54	6.55	15.54	11.9	22.63
AT1G66530	37.44	41.08	37.18	33.19	32.06	40.22	35.9	42.62
AT1G66534	0	0	0	0	0	0	0	0
AT1G66540	0.61	2.31	0.1	1.23	0	0	0	0
AT1G66550	0	0	0	0.2	0	1.11	0.21	0.55
AT1G66560	0	0	0	0	0	0	0	0
AT1G66570	0	0	0	0	0	0	0	0
AT1G66580	1539.03	1591.45	1524.09	1554.75	1616.79	1623.46	2331.74	1800.04
AT1G66590	63.72	38.31	32.15	49.04	42.24	68.14	59.52	84.17
AT1G66600	4	1.12	1.43	2.34	0.42	2.08	1.03	0.2
AT1G66610	3.49	2.82	2.15	1.49	0.19	0.85	0.95	1.13
AT1G66620	41.34	24.37	24.33	34.79	22.35	32.88	25.44	31.39
AT1G66630	0	0	2.47	2.3	0	0	0	0.95
AT1G66640	0	0	0	0	0	0	0	0
AT1G66650	3.99	4.55	2.3	2.76	0.9	4.54	1.62	4.18
AT1G66660	8.3	7.37	7.61	8.33	6.23	9.01	12.13	9.68
AT1G66670	27.24	29.64	19.75	49.15	25.42	43.51	42.57	53.91
AT1G66680	73.2	76.18	54.18	78.14	61.27	84.65	71.98	83.27
AT1G66690	0	0	0	0	0	0	0	0
AT1G66700	0	0	0	0	0	0	0	0
AT1G66710	0.33	0	0	0	0	0	0	0
AT1G66720	0	0	0	0	0	0	0	0
AT1G66725	0	0	0.6	0.49	0	0	0	0
AT1G66730	1.07	0.65	0.08	0.55	0.84	0.97	0.22	0.51
AT1G66740	66.82	50.5	29.68	34.71	24.33	32.58	39.01	38.68
AT1G66750	13.93	8.23	6.79	13.67	9.18	13.71	10.57	13.99
AT1G66760	2.98	1.77	1.23	1.62	0.22	2.05	2.08	2.68
AT1G66770	0	0	0	0	0	0	0	0
AT1G66780	7.54	10.78	4.83	8.08	9.77	7.83	7.22	14.4
AT1G66783	0	0	0	0	0	0	0	0
AT1G66795	0	0	0	0	0	0	0	0
AT1G66800	0	0	0	0	0	0	0	0
AT1G66810	2.3	1.24	0.27	0.27	0.16	0.51	0	0.9
AT1G66820	17.05	16.4	16.26	16.2	9.66	11.59	13.31	15.62
AT1G66830	0	0	0	0.13	0	0	0.09	0
AT1G66840	0.66	0.59	0.38	0.74	0.27	0.59	0.07	0.33
AT1G66850	0	1.05	3.71	0	0	0	0	0
AT1G66852	0	0	10.76	12.63	7.75	9.96	0	5.41
AT1G66855	0	0	33.78	38.71	9.16	15.89	21.73	35.54
AT1G66860	0	0	0	0	0	0	0	0
AT1G66870	1.99	1.5	195.85	235.55	66.33	98.32	12.49	77.13
AT1G66880	0.77	0.13	0.17	0.18	0.28	0.27	0.08	0.1
AT1G66890	27.57	24.28	10.23	11.9	3.46	7.6	6.24	5.36
AT1G66900	2.57	1.33	3.29	3.49	2.47	3.61	3.51	2.91
AT1G66910	0.45	0.28	0.21	0.07	0	0.23	0.17	0.31
AT1G66920	0	0.13	0	0	0	0	0	0
AT1G66930	0	0	0.11	0	0.23	0	0.08	0.28
AT1G66940	0	1.02	0.22	0.32	0	0	0	0
AT1G66950	0.29	0	0	0	0	0	0.29	0.26
AT1G66960	0.6	0	0.06	0.22	0.46	0	0	0.15
AT1G66970	0	0	0.24	0.29	0	0	0	0
AT1G66980	0	0	0.42	0	0	0	0	0
AT1G66990	0	0	0.96	0	0	0	0	0
AT1G67000	0	0	0	0	0	0.07	0	0.13
AT1G67010	35.32	11.9	0	0.49	5.17	13.94	0	4.78
AT1G67020	0	0	0	0	0	1.24	0	0.21
AT1G67025	1.05	2.31	0.14	0	0	1.06	0	0.17
AT1G67030	0	0	0.49	0	0	0	0	0
AT1G67035	11.45	4.41	14.15	8.23	4.81	7.69	8.78	15.34
AT1G67040	0.5	0.27	2.59	7.8	4.05	2.67	13.22	8.76
AT1G67050	0.85	0	4.53	3.37	0	0	0	0.47
AT1G67060	32.09	30.84	16.22	21.15	10.92	26.04	11.48	23.02
AT1G67070	0	0	0.31	0.5	0	0	0.1	0
AT1G67080	2.55	0	9.2	14.77	1.74	3.14	5.2	9.99
AT1G67090	36.5	46.06	869.4	2012.77	26.37	46.88	93.62	32.76
AT1G67100	5.69	6.34	17.83	39.22	28.32	30.91	25.26	39.9
AT1G67105	1.17	1.47	3.29	26.7	2.48	1.82	1.81	1.87
AT1G67110	1	0	0	0.33	1.18	1.19	1.61	2.85
AT1G67120	5.03	2.58	1.45	1.8	2.75	2.7	1.09	2.05
AT1G67130	0	0	0	0	0	0	0	0
AT1G67140	4.03	3.85	1.01	1.85	1.48	2.92	1.13	1.73
AT1G67148	0	0	0.38	0	0	0	0	0
AT1G67150	0	0	0	0	0	0	0	0
AT1G67160	0.17	0	0	0	0	0	0	0
AT1G67170	19.44	13.23	8.04	14.41	6.8	14.66	7.94	12.18
AT1G67180	6.69	2.24	0.55	4.37	3.48	7.29	3.97	4.76
AT1G67190	3.05	3.47	4.33	5.64	0.69	7.08	5.17	4.25
AT1G67195	0	0	0	0	0	0	0	0
AT1G67200	0	0	0	0	0	0	0	0
AT1G67210	11.51	5.2	3.22	8.11	9.18	7.37	4.64	6.59
AT1G67220	0.31	0.07	0.04	0.1	0.05	0.49	0	0
AT1G67230	36.56	33.38	19.93	24.81	18.38	36.95	16.7	27.48
AT1G67235	0	0	0	0	0	0	0	0
AT1G67238	0	0	0	0	0	0	0	0
AT1G67240	0	0	0.05	0	0	0	0	0
AT1G67250	206.79	214.45	367.27	331.67	279.62	357.2	491.37	397.19
AT1G67260	0	0	0	0	0	0	0	0
AT1G67265	0	0	39.58	7.92	0	0	0	0
AT1G67270	0	0.15	0.19	0.08	0	0.12	0	0.22
AT1G67280	10.93	18.36	7.63	19.68	16.33	17.24	9.6	18.08
AT1G67290	1.74	0	0.82	2.56	0	0	0.08	0.09
AT1G67300	11.65	12.62	3.7	7.24	5.33	7.13	4.33	5.84
AT1G67310	0.22	0.27	0.12	0.24	0.07	0.3	0.45	0.27
AT1G67320	33.01	30.57	10.76	30.94	12.26	42.39	24.55	32.39
AT1G67325	51.27	54.06	35.47	42.74	49.97	49.05	22.84	56.07
AT1G67328	0	0.66	0.3	0.12	0	0	0	0
AT1G67330	0	0.56	0.77	0.43	0	0	0	0
AT1G67340	0.14	3.65	1.05	5.92	0.82	3.31	8.42	9.03
AT1G67350	116.7	95.86	144.08	113.04	123.94	136.24	163.34	130.26
AT1G67360	281.89	343.54	72.74	54.53	192.6	343.23	9.2	121.84
AT1G67365	26.78	35.86	16.12	9.99	14.55	38.87	3.97	30.4
AT1G67370	13.87	13.82	1.15	3.25	7.01	18.51	0.96	5.83
AT1G67390	0	0.17	0.33	0.27	0	0	0	0.25
AT1G67400	2.88	3.09	1.28	4.08	0.68	1.65	1.45	1.45
AT1G67410	4.35	2.67	2.82	2.92	0.68	3.39	2.43	1.88
AT1G67420	8.78	8.9	4.43	6.72	3.84	5.26	5.12	8.37
AT1G67430	3498.37	3436.29	4542.45	4265.68	5016.29	4195.68	5279.39	4307.34
AT1G67440	11.73	6.27	5.84	7.46	2.4	19.15	4.72	15.17
AT1G67450	0	0	0	0	0	0	0	0
AT1G67455	4.68	0.49	0.43	0	1.34	1.79	0	2.79
AT1G67460	24.19	16.59	1.59	3.68	8.62	19.21	1.39	8.28
AT1G67470	3.08	7.44	2.17	4.57	2.55	15.07	3.88	8.12
AT1G67480	28.2	16.59	14.1	15.09	6.51	10.61	6.2	9.37
AT1G67481	0	0	0	0	0	0.99	0	0
AT1G67490	3.52	6.99	1.82	2.84	4.27	4.75	1.68	4.03
AT1G67500	2.69	3.53	1.91	2.67	2.68	3.36	1.61	2.6
AT1G67510	0	0	0.5	1.75	0	0	0.83	0.41
AT1G67520	0	0	0	0	0	0	0	0
AT1G67530	1.9	2.3	1.53	2.71	0.3	1.89	1.17	1.53
AT1G67540	0	0	0	0	0	0	0	0
AT1G67550	0.13	0.42	0.05	0.22	0	0.14	0.21	0.31
AT1G67560	0	0	0.75	0.48	0	0.14	0.05	0.12
AT1G67570	0.36	4.24	1.7	4.1	1.77	1.34	1.46	1.98
AT1G67580	12.52	12.02	7.08	13.16	13.03	13.03	9.05	11.72
AT1G67590	9.34	4.37	3.87	6.81	10.46	6.51	1.86	6.8
AT1G67600	2.52	5.22	2.47	2.14	3.57	0.56	1.12	0.83
AT1G67610	0.19	0	1.21	0.49	0	0.39	0.87	1.03
AT1G67620	9.05	7.77	13.6	17.21	6.61	9.4	15.46	22.61
AT1G67623	0.51	0.64	0.2	0.17	0	0	0.39	1.39
AT1G67626	0.74	0	0.3	0	0	0.38	0	0.67
AT1G67630	20.62	11.66	4.24	15.52	9.74	16.93	12.23	13.4
AT1G67635	0	0	0	0	0	0	0	0
AT1G67640	0	0.17	0	0	0	0	0	0
AT1G67645	0	0	0	0	0	0	0	0.2
AT1G67650	3.07	2.17	0.41	1.4	3.15	1.8	0.32	1.02
AT1G67660	8.26	4.49	5.5	11.53	6.29	7.75	6.54	9.78
AT1G67670	0	0	0	0	0	0	0	0
AT1G67680	36.09	30.63	26.85	32.26	25.91	31.42	19.31	26.54
AT1G67690	2.65	2.8	1.38	2.87	3.4	3.11	2.52	3.45
AT1G67700	8.3	2.53	11.06	32.18	3.43	7.86	13.85	15.28
AT1G67710	0	0	0	0	0.1	0	0.08	0
AT1G67720	0.62	0.31	2	0.98	0.18	0.26	1.16	1.59
AT1G67730	37.54	44.96	125.3	100.83	57.7	48.28	174.86	113.47
AT1G67740	2.59	0.93	59.5	107.53	5.24	7.49	41.81	15.58
AT1G67750	0.12	0.31	6.99	11.66	0.12	0	0	0
AT1G67760	0	2.84	1.09	0.89	0	2.1	0.52	2.27
AT1G67770	1.13	1.11	0.61	0.83	1.54	0.39	0.19	1.27
AT1G67775	0	0	39.41	30.96	0	2.6	3.88	4.01
AT1G67780	8.09	10.62	4.04	10.95	9.15	16.32	7.41	13.26
AT1G67785	148.73	150.01	197.24	192.08	132.47	175.77	232.99	181.73
AT1G67790	0	0	0	0	0.32	0	0	0
AT1G67792	3.31	9.6	1.84	4.78	3.23	5.76	2.43	3.44
AT1G67800	2.77	3.85	2.59	3.13	4.13	4.34	2.47	3.14
AT1G67810	4.59	0	0.89	0.6	0.35	0	0.14	0.17
AT1G67820	9.73	6.72	6.45	6.05	2.82	4.79	7.61	11.24
AT1G67830	1.68	0.42	3.77	10.9	2.35	0.79	4.47	3.23
AT1G67840	5.7	4.54	4.44	5.91	2.84	4.16	3.91	3.58
AT1G67850	6	8.05	1.82	1.29	2.84	3.81	1.36	1.9
AT1G67855	0	0	0	0	0	0	0	0
AT1G67856	0.38	0	1.22	0	3.91	0.39	2.33	0
AT1G67860	2.68	0	0.31	1.01	0	0	0	0
AT1G67865	0	0	1.17	0.19	0	0	0	0
AT1G67870	0	0	0.41	0.67	0	0	0	0
AT1G67880	0.12	0.16	1.7	3.1	0.94	0.9	4.42	4.66
AT1G67890	1.58	1.39	0.76	3.21	1.78	3.75	1.31	3.42
AT1G67900	0	0	0.15	3.21	0	0.34	0.69	0.74
AT1G67910	0	0	0	0	0	0	0	0
AT1G67920	31.15	67.69	6.91	6.68	34.58	51.35	9.95	11.42
AT1G67930	11.12	14.41	16.39	18.99	12.98	16.99	9.72	16.23
AT1G67940	9.78	3.2	18.78	13.75	3.21	10.92	12.29	8.51
AT1G67950	19	27.71	14.11	27.61	14.61	14.76	14.14	20.07
AT1G67960	2.37	5.85	0.96	1.76	4.01	5.84	0.69	3.8
AT1G67970	1.95	2.95	2.51	2.91	1.96	0.13	1.41	1.91
AT1G67980	0	0	0	0	0	0	0	0
AT1G67990	0	0	0.86	0.18	0	0	0	0
AT1G68000	30.72	32.42	32.34	27.47	31.09	22.17	29.36	26.14
AT1G68010	0.13	0.39	2.1	10.76	0.81	0.54	0.5	0.36
AT1G68020	3.3	2.3	1.42	3.5	1.66	2.26	1.27	2.07
AT1G68030	0	0.34	0	2.01	0	3.35	3.03	1.93
AT1G68040	1.78	0	0	0	0	0.62	0	0.54
AT1G68050	1.44	5.13	3.84	6.22	2.6	1.81	1.21	2.65
AT1G68060	14.43	22.04	12.02	13.91	11.58	18.92	8.5	9.6
AT1G68070	8.03	8.62	4.08	5.59	3.51	3.4	4.26	3.41
AT1G68080	7.34	8.3	5.95	8.32	7.78	5.59	7.83	12.38
AT1G68090	0	0	0	0	0	0	0	0.19
AT1G68100	7.58	9.6	4.95	6.58	3.75	5.62	4.94	6.73
AT1G68110	9.86	4.34	4.42	6.5	0.59	2.28	0.36	0.72
AT1G68120	11.58	5.69	11.39	7.26	5.6	8.8	10.28	7.76
AT1G68130	0	0	0.86	2.74	0.32	0.66	0.09	1.24
AT1G68140	97.73	68.23	17.72	29.92	53	77.34	24.01	48.56
AT1G68150	0	0	0	0.11	0	0	0	0
AT1G68160	0.45	5.45	8.91	2.65	0.56	2.48	0.46	1.64
AT1G68170	0	0	0.1	0.68	0	0	0.32	0
AT1G68180	0	0	0	0	0	0	0	0
AT1G68185	28.15	31.66	17.48	22.48	24.97	33.97	12.92	21.84
AT1G68190	0	0	0	0.33	0	0	0	0
AT1G68200	0.16	2.19	0.13	1.66	0.15	1.8	0.37	0.14
AT1G68210	0	0	0	0.19	0	0	0	0
AT1G68220	42.56	45.38	29.06	42.73	17.44	39.28	47.96	44.76
AT1G68230	0	0	0	0.16	0	0	0	0
AT1G68238	0	0	0	0	0	0	0	0
AT1G68240	0	0	0	0	0	0	0	0
AT1G68250	8.5	0.76	1.47	0	2.87	1.26	0.24	0
AT1G68260	32.98	20.61	34.44	29.47	6.52	32.12	29.71	26.23
AT1G68270	0	0	0	0	0	0	0	0
AT1G68280	0	0	0	0	0	0	0	0
AT1G68285	0	0	0	0	0	0	0	0
AT1G68290	2.11	2.53	1.18	2.07	3.63	3.53	0.21	2.58
AT1G68300	135.25	102.49	58.52	44.57	64.43	112.15	35.33	47.12
AT1G68310	167.84	96.14	110.26	125.42	228.82	173.17	125.96	169.52
AT1G68320	57.9	77.62	23.82	46.75	46.32	30.32	11.84	24.27
AT1G68325	0	0	0	0	0	0	0	0
AT1G68330	0	0	0.21	0.17	0	0.13	0	0
